"MessageID","MessageString","Severity"
"6609","WSUS Configuration Manager has configured WSUS Server ""%1"" to sync from the parent WSUS Server instead of sync from Microsoft Update.","Informational"
"6615","WSUS Configuration Manager successfully published client boot-strapper package ""%1"" with version ""%2"" to the Software Updates Point.","Informational"
"6616","WSUS Configuration Manager successfully unpublished client boot-strapper package ""%1"" with version ""%2"" to the Software Updates Point.","Informational"
"6618","WSUS Configuration Manager successfully unpublished client boot-strapper package ""%1"" to the Software Updates Point.","Informational"
"6701","WSUS Synchronization started.","Informational"
"6702","WSUS Synchronization done.","Informational"
"6704","WSUS Synchronization in progress. Current phase: Synchronizing WSUS Server.","Informational"
"6705","WSUS Synchronization in progress. Current phase: Synchronizing site database.","Informational"
"6706","WSUS Synchronization in progress. Current phase: Synchronizing Internet facing WSUS Server.","Informational"
"6708","WSUS synchronization complete, with pending license terms downloads.","Informational"
"6801","SMS Writer stopped the ""%1"" executable on the local computer.","Informational"
"6803","SMS Writer started the ""%1"" executable on the local computer.","Informational"
"6805","SMS Writer stopped the %1 service on site system %2.","Informational"
"6807","SMS Writer started the %1 service on site system %2.","Informational"
"6809","SMS Writer stopped the %1 ConfigMgr client application on the local computer.","Informational"
"6812","SMS Writer started the %1 ConfigMgr client application on the local computer.","Informational"
"6822","SMS Writer tried to stop the %1 service on site system %2. This service is already stopped.","Informational"
"6823","SMS Writer tried to stop the %1 executable. This executable is already stopped.","Informational"
"6829","SMS Writer is about to stop the ConfigMgr Services as part of the preparation for the Site backup.","Informational"
"6830","The snapshots of the volumes required for the Site Backup have been successfully created.","Informational"
"6831","SMS Writer has started the ConfigMgr Services successfully. ","Informational"
"6833","Site Backup task has completed successfully.","Informational"
"7202","The out of band service point is starting to send packets to completion port.","Informational"
"7203","The out of band service point completed sending %1 packet(s) to completion port. %2 packet(s) are in pending list. %3 packet(s) are failed to be sent to completion port.","Informational"
"7220","The out of band service point can connect to the enrollment point.","Informational"
"7801","Site %1 is requesting initialization for replication group %2 from site %3.Refer to rcmctrl.log for further details.","Informational"
"7802","Received initialization request from Site %1 for replication group ""%2"".","Informational"
"7803","Snapshot for replication group ""%1"" for Site %2 created successfully.","Informational"
"7805","Snapshot for replication group ""%1"" from Site %2 applied successfully.","Informational"
"7809","The replication status for this site has changed from ""%1"" to ""%2"".","Informational"
"7810","Site %1 is ready for replication.","Informational"
"7819","The replication system has recovered and is synchronizing with other sites again.","Informational"
"7820","This site is now in maintenance mode. Replication has been stopped until maintenance is complete.","Informational"
"7821","Maintenance is complete and replication has restarted.","Informational"
"7825","Site %1 is detaching.Refer to rcmctrl.log for further details.","Informational"
"7827","Site %1 has successfully detached.Refer to rcmctrl.log for further details.","Informational"
"7828","The link status to site %1 has changed to active.Refer to rcmctrl.log for further details.","Informational"
"7838","RCM has successfully configured dview on CAS for replicationgroup [%1].Refer to rcmctrl.log for further details.","Informational"
"7839","RCM is currently configuring dview on CAS for replicationgroup [%1].Refer to rcmctrl.log for further details.","Informational"
"7840","RCM received resync request for replicationgroup [%1] to version %2.Please refer to rcmctrl.log for further details.","Informational"
"7841","RCM has finished processing resync for replicationgroup [%1] to version %2.Please refer to rcmctrl.log for further details.","Informational"
"7900","Offline Image Servicing Manager started processing of schedule with ID %1 and name %2.","Informational"
"7901","Offline Image Servicing Manager completed processing of schedule with ID %1 and name %2.","Informational"
"7902","Offline Image Servicing Manager cancelled processing of schedule with ID %1 and Name %2.","Informational"
"7903","Offline Image Servicing Manager started copying image with ID %1 from image package source to local staging folder.","Informational"
"7904","Offline Image Servicing Manager started copying updated image with ID %1 from staging folder to the image package folder.","Informational"
"7905","Offline Image Servicing Manager completed copying image with ID %1.","Informational"
"7906","Offline Image Servicing Manager started applying updates on image with ID %1.","Informational"
"7907","Offline Image Servicing Manager completed installing updates on image with ID %1.","Informational"
"7908","Offline Image Servicing Manager successfully installed update with ID %1 on image with ID %2 (image index %3).","Informational"
"7909","Offline Image Servicing Manager determined that update with ID %1 is not required on image with ID %2 (image index %3).","Informational"
"7916","Offline Image Servicing Manager does not support image with ID %1 (image index %2) and therefore will not process this image.","Informational"
"7917","Offline Image Servicing Manager could not determine if binary %1 from an update with ID %2 is supported.","Informational"
"7918","Offline Image Servicing Manager: applicability check failed for binary %1 from an update with ID %2.","Informational"
"8002","Portal Web Site Control Manager detected PORTALWEB is responding to HTTP requests.","Informational"
"8004","Portal Web Site Control Manager detected PORTALWEB can update the Web.config file.","Informational"
"8102","Application Web Service Control Manager detected AWEBSVC is responding to HTTP requests.","Informational"
"8104","Application Web Service Control Manager detected AWEBSVC can update the Web.config file.","Informational"
"8200","Package Transfer Manager has successfully sent software distribution package ""%1"" version %2 to distibution point ""%3"".","Informational"
"8204","Package Transfer Manager is currently sending software distribution package %1 to distribution point server %2, %3 percent of the sending has already completed.","Informational"
"8206","Package Transfer Manager is retrying to distribute package ""%1"" to distribution point %2.Wait to see if the package is successfully distributed on the retry.","Informational"
"8209","Package Transfer Manager has successfully verified that the package ""%1"", Version %2 has been prestaged on distribution point %3.","Informational"
"8210","Package Transfer Manager has successfully updated the package ""%1"", Version %2 on distribution point %3.","Informational"
"8212","Package Transfer Manager failed to update the package ""%1"", Version %2 on pull distribution point %3. This pull distribution point has no sources from which it can download content. We will try again later.Possible cause: The content was not distributed to source distribution points.Solution: Ensure that the content is distributed to at least one of the source distribution points.Possible cause: The content was distributed to source distribution points, but the source distribution points have not finished downloading the content.Solution:  Check content status to see if this package is in-progress for the source distribution point.Possible cause: The source distribution point list is empty.Solution:  Check the 'Pull Distribution Point' tab in distribution point properties in the admin console and ensure that the source distribution points are set correctly.","Informational"
"8302","Enrollment Server is starting....","Informational"
"8502","Enrollment Proxy Point is starting....","Informational"
"8600","The Migration Manager on Configuration Manager site server ""%1"" was able to connect and authenticate successfully to Configuration Manager 2007 site server ""%2"".","Informational"
"8605","The Migration Manager on Configuration Manager site server ""%1"" finished the data gathering process with Configuration Manager 2007 site server ""%2"".","Informational"
"8606","The Migration Manager on Configuration Manager site server ""%1"" started the migration job ""%2 (%3)"" to migrate ""%4"" objects from the source hierarchy.","Informational"
"8607","The Migration Manager on Configuration Manager site server ""%1"" stopped the migration job ""%2 (%3)"" per manual request through SDK or Console.","Informational"
"8608","The Migration Manager on Configuration Manager site server ""%1"" finished the migration job ""%2 (%3)"".","Informational"
"8616","The Migration Manager on Configuration Manager site server ""%1"" gathered from Configuration Manager 2007 site server ""%3"" ""%2"" new source sites.","Informational"
"8701","Rule Evaluation started.","Informational"
"8702","Rule Evaluation completed.","Informational"
"8704","Content download started.","Informational"
"8705","Content download completed.","Informational"
"8831","Connected to Exchange Server %1. Start full synchronization.","Informational"
"8832","Successfully ran the full synchronization on Exchange Server %1. %2 mobile devices has been discovered.","Informational"
"8833","Successfully ran the delta synchronization on Exchange Server %1. %2 mobile devices are updated.","Informational"
"8834","Global mobile device setting has been successfully synchronized to Exchange Server %1.","Informational"
"8835","Successfully send wipe request of the device %1 to Exchange Server %2. Waiting for the wipe confirmation.","Informational"
"8836","Received the wipe confirmation of the device %1. The device has been successfully wiped.","Informational"
"8837","Connected to Exchange Server %1. Start delta synchronization.","Informational"
"8838","Allow access request for Device %1 has been successfully sent to Exchange Server %2.","Informational"
"8839","Block access request for Device %1 has been successfully sent to Exchange Server %2.","Informational"
"8840","Organization DefaultAccessLevel and AdminEmailRecipients has been successfully synchronized to Exchange Server %1.","Informational"
"8841","Exchange ActiveSync access rule %1 has been successfully created on Exchange Server %2.","Informational"
"8842","Exchange ActiveSync access rule %1 has been successfully removed from Exchange Server %2.","Informational"
"8900","Active Directory Forest Discovery was run for forest %1 and discovered %5 IP subnets and %6 Active Directory sites. ","Informational"
"9100","Alert notification sent notification email for Alert (ID:%1) successfully.","Informational"
"9403","Cloud Services Manager created service %1 in region %2.","Informational"
"9404","Cloud Services Manager created a deployment for service %1 in region %2.","Informational"
"9405","Cloud Services Manager has started provisioning service %1 in region %2.","Informational"
"9406","Cloud Services Manager has configured storage account %1 for service %2.","Informational"
"9407","Cloud Services Manager has uploaded the service package for service %1 to %2.","Informational"
"9408","Service %1 in region %2 is ready for use.","Informational"
"9409","Cloud Services Manager has successfully provisioned service %1 in region %2.","Informational"
"9412","Cloud Services Manager is starting to uninstall service %1.","Informational"
"9413","Cloud Services Manager has completed the uninstall for service %1.","Informational"
"9416","Cloud Services Manager has started maintenance for service %1.","Informational"
"9417","Cloud Services Manager has completed maintenance for service %1.","Informational"
"9419","Cloud Services Manager has requested the deployment to start for service %1.","Informational"
"9420","Cloud Services Manager has started the deployment for service %1.","Informational"
"9422","Cloud Services Manager has requested the deployment to stop for service %1.","Informational"
"9423","Cloud Services Manager has stopped the deployment for service %1.","Informational"
"9430","Service Monitor found the deployment in running state for service %1.","Informational"
"9500","PXE is enabled on distribution point %1","Informational"
"9501","PXE is disabled on distribution point %1","Informational"
"9502","Multicast is enabled on distribution point %1","Informational"
"9503","Multicast is disabled on distribution point %1","Informational"
"9504","Distribution Point un-installation successfully completed on server ""%1"".","Informational"
"9506","Package distribution cancelled by user for package ""%1"" on distribution point ""%2"".","Informational"
"9507","Pull Distribution Point ""%1"" started downloading package ""%2"".","Informational"
"9508","Pull Distribution Point ""%1"" is currently downloading package ""%2"". %3 percent download has completed.","Informational"
"9509","Pull Distribution Point ""%1"" completed downloading package ""%2"" and is now performing post download actions.","Informational"
"9510","Distribution Manager is sending package ""%1"" to connector on ""%2"".","Informational"
"9512","Distribution Manager sent package ""%1"" to connector on ""%2"".","Informational"
"9515","Successfully validated the content of package ""%1"" on connector ""%2"".","Informational"
"9516","Started uploading package ""%1"" to Windows Azure Intune from connector ""%2"".","Informational"
"9519","The package ""%1"" was processed successfully, but was not copied to the Windows Intune distribution point. To be copied to the Windows Intune distribution point, the package must contain a deployment type that is supported by devices that are enrolled by Windows Intune which include Windows RT, Windows Phone, Android, or iOS.","Informational"
"9601","Site has finished processing resync request for replicationgroup [%1]. Please refer to dmpuploader.log for further details.","Informational"
"9603","Received resync request for replicationgroup [%1] to version %2. Please refer to dmpuploader.log for further details.","Informational"
"9608","Site has finished uploading. Please refer to dmpuploader.log for further details.","Informational"
"9702","Site has finished uploading. Please refer to dmpdownloader.log for further details.","Informational"
"9801","Notification Server on %1 initialized successfully.","Informational"
"9803","Windows Firewall on %1 allows clients to connect to Notification Server via TCP port %2.","Informational"
"9805","Notification Server on %1 successfully connected to the site database %2.","Informational"
"9807","Notification Server on %1 successfully initialized the TCP listener on port %2.","Informational"
"9901","Notification Manager initialized successfully.","Informational"
"9903","The SQL Server Service Broker %1 used by Notification Manager is enabled.","Informational"
"10201","Certificate Registration Point is responding to HTTP requests.","Informational"
"10203","Network Device Enrollment Service %1 is responding to HTTPS requests.","Informational"
"10205","Certificate is issued to machine/device %1 (GUID:%2) for user %3 with thumbprint %4. This certificate was issued against CI Id %5. Certificate is valid till %6.","Informational"
"10206","Certificate deployed to machine/device %1 (GUID:%2) for user %3 with thumbprint %4 has expired. This certificate was issued against CI Id %5.","Informational"
"10207","Certificate issued to machine/device %1 (GUID:%2) for user %3 with thumbprint %4 was revoked successfully. This certificate was issued against CI Id %5.","Informational"
"10209","Certificate is renewed for machine/device %1 (GUID:%2) for user %3. Old thumbprint of the certificate is %4. New thumbprint of the certificate is %5. This certificate was issued against CI Id %6. New certificate is valid till %7.","Informational"
"10527","Successfully completed sync and download if application of licensed applications for registered tenant from the Windows Store for Business.","Informational"
"10902","Sync Summary is update in database successfully.","Informational"
"11002","ConfigMgr Update (%1) has installed successfully. Please refer to the cmupdate.log for details. ","Informational"
"11201","Data Warehouse Synchronization Service starts to synchronize data. Please refer to the Microsoft.ConfigMgrDataWarehouse.log for details. ","Informational"
"11203","Data Warehouse Synchronization Service finishes synchronizing data successfully in %1. Please refer to the Microsoft.ConfigMgrDataWarehouse.log for details. ","Informational"
"517","Could not open file ""%1"" for reading.%2","Warning"
"518","Could not open file ""%1"" for reading and writing.%2","Warning"
"519","Could not read from file ""%1"".%2","Warning"
"520","Could not write to file ""%1"".%2","Warning"
"521","Could not copy file ""%1"" to ""%2"".","Warning"
"522","Could not move file ""%1"" to ""%2"".","Warning"
"523","Could not delete file ""%1"".%2","Warning"
"524","Could not lock file ""%1"".%2","Warning"
"525","Could not create directory ""%1"".%2","Warning"
"526","Could not remove directory ""%1"".%2","Warning"
"527","Could not set the current directory for this process to ""%1"".%2","Warning"
"528","Could not open a change notification handle for directory ""%1"".%2","Warning"
"529","Could not wait on a change notification handle for directory ""%1"".%2","Warning"
"561","Could not connect to registry hive %1 on computer %2.","Warning"
"562","Could not open registry key ""%1"" on computer %2 for reading.","Warning"
"563","Could not create or open registry key ""%1"" on computer %2 for reading and writing.","Warning"
"566","Could not delete the registry key ""%1"" on computer %2.","Warning"
"567","Could not enumerate the subkeys of the registry key ""%1"" on computer %2.","Warning"
"568","Could not open a change notification handle for registry key ""%1"" on computer %2.","Warning"
"569","The registry key ""%1"" on computer %2 is missing a required subkey or value, or contains one or more values that contain invalid data.","Warning"
"570","Could not read the registry value ""%1"" on computer %2.","Warning"
"571","Could not write the registry value ""%1"" on computer %2.","Warning"
"572","Could not delete the registry value ""%1"" on computer %2.","Warning"
"573","Could not enumerate the values of the registry key ""%1"" on computer %2.","Warning"
"574","The registry value ""%1"" on computer %2 contains invalid data.","Warning"
"616","Microsoft SQL Server reported SQL error %1, severity %2: %3Please refer to your Configuration Manager documentation, SQL Server documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
"619","Microsoft SQL Server reported SQL message %1, severity %2: %3Please refer to your Configuration Manager documentation, SQL Server documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
"651","Still waiting for the ""%1"" inbox to be defined.%2","Warning"
"652","Still waiting for SMS_INBOX_MANAGER to create the ""%1"" inbox.%2","Warning"
"666","Could not instruct SMS_REPLICATION_MANAGER to replicate file ""%1"" to the ""%2"" inbox at site %3.%4%5%6%7%8%9%10","Warning"
"668","The system is low on virtual memory and the component failed a memory allocation.  The component will retry the allocation until it succeeds.%1%2","Warning"
"1067","Site Component Manager will now cease trying to stop all of the Configuration Manager Server Components on site system ""%1"", as requested by Configuration Manager Setup. The Configuration Manager Server Components were not properly deinstalled from the site system.Solution: Refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
"1072","Site Component Manager will now cease trying to deinstall all of the Configuration Manager Server Components from site system ""%1"", as requested by Configuration Manager Setup. The Configuration Manager Server Components were not properly deinstalled from the site system.Solution: Refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
"1107","SMS Executive is scheduled to start this component now, but cannot because it is already running.Possible cause: The component is scheduled to run so frequently that it cannot complete its work before the next scheduled run time.Solution: Adjust the component's schedule in the Configuration Manager Console so that it will not run so frequently.Possible cause: The component is running for an abnormally long time.Solution: Examine the other status messages reported by the component. If the component is experiencing a problem, correct it.","Warning"
"1202","Due to an internal error, Status Manager could not initialize the ""SMS Status Messages"" performance object. You can measure Status Manager's processing performance by monitoring this performance object with the Windows Performance Monitor. This problem will not affect Status Manager's ability to process status messages, but it will prevent you from viewing this performance object. You can ignore this problem if you do not need to view this performance object. Please refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
"1209","Status Manager has created %1 instances of the ""SMS Status Messages"" performance object, which is the maximum allowed number of instances. Every time Status Manager receives a status message it will update the performance counters contained by this performance object. You can measure Status Manager's processing performance by monitoring this performance object with the Windows Performance Monitor. Because the maximum limit was reached, Status Manager will not create any more instances of this performance object. Status Manager builds the list of instances as it receives status messages. You can reset the list by restarting Status Manager.","Warning"
"1210","Status Manager was instructed by a Status Filter Rule to execute program and command-line arguments ""%1"" upon receipt of a status message that satisfied the criteria specified by the Status Filter Rule, but the program and command-line arguments are invalid. (Note that for display purposes, the program and command-line arguments were truncated to %2 characters in this message.)Possible cause: The program and command-line arguments are blank or contain an invalid escape sequence.Solution: Correct the value of the Program box on the Actions tab of the Status Filter Rule Properties page in the Configuration Manager Console. (Note that you are not limited to %2 characters in the Program box.)","Warning"
"1211","Status Manager was instructed by a Status Filter Rule to execute program ""%1"" with command-line arguments ""%2"" upon receipt of a status message that satisfied the criteria specified by the Status Filter Rule. (Note that for display purposes, the program and command-line arguments were truncated to %3 characters in this message.) Status Manager failed to execute the program.Possible cause: The Status Filter Rule specifies a program that is invalid or does not exist.Solution: Correct the value of the Program box on the Actions tab of the Status Filter Rule Properties page in the Configuration Manager Console. (Note that you are not limited to %3 characters in the Program box.) Be sure to explicitly specify the path to the program.  For example, specify ""c:\winnt\system32\net.exe"" instead of just ""net.exe"".","Warning"
"1212","Status Manager was instructed by a Status Filter Rule to execute program ""%1"" with command-line arguments ""%2"" upon receipt of a status message that satisfied the criteria specified by the Status Filter Rule. (Note that for display purposes, the program and command-line arguments were truncated to %3 characters in this message.) Status Manager successfully started the program, but the program was still running after 60 seconds.Possible cause: The Status Filter Rule specifies a program that runs interactively and the program will not exit until it receives user input. This would happen, for example, if you specified ""notepad.exe"" as the program.Solution: First correct the Status Filter Rule to specify a program that runs to completion without requiring user input; this is done by editing the Program box on the Actions tab of the Status Filter Rule Properties page in the Configuration Manager Console. (Note that you are not limited to %3 characters in the Program box.) Then verify that the old program is not still running on the site server using the Windows Task Manager. If the old program is still running, use End Process in Task Manager to stop it.Possible cause: The Status Filter Rule specifies a program that takes a long time to run.Solution: Ignore this message, but consider changing the Status Filter Rule to specify a program that runs quickly. Slow programs, when executed frequently, will slow down the rate at which Status Manager can process status messages, and might cause a large number of running processes to build up on your site server. If too many processes build up, the general performance of the site server might be affected.","Warning"
"1213","Status Manager received a status message reported by component ""%1"" running on computer ""%2"", and the time stamp on the message is more recent than the current system time on the site server.Possible cause: The system clock on computer ""%2"" is %3 or more seconds ahead of the site server's system clock.Solution: Synchronize the system clock of computer ""%2"" with the site server's system clock. Please refer to your Windows Server documentation or the Microsoft Knowledge Base for further information.Status Manager will process status messages with improper time stamps when the site server's system clock surpasses the improper time stamps. For example, this status message will not be processed for %3 seconds. Status Manager will continue to report this problem every 24 hours until you fix it. Status Manager will not report this problem if the system clock of computer ""%2"" is less than five minutes ahead of the site server's system clock.","Warning"
"1214","Status Manager received a status message with an invalid time stamp. The status message was reported by component ""%1"" running on computer ""%2"".Possible cause: The system clock on computer ""%2"" is not synchronized with the site server's system clock. Most likely, the system clock on computer ""%2"" is set to some date greater than 2035 or less than 1970.Solution: Synchronize the system clock of computer ""%2"" with the site server's system clock. Please refer to your Windows Server documentation or the Microsoft Knowledge Base for further information.When Status Manager receives status messages with invalid time stamps, it will stamp these messages with the current system time on the site server. The messages will then be processed successfully, but their time and date might not be truly representative of when they were reported in real time. Status Manager will continue to report this problem every 24 hours until you fix it.","Warning"
"1215","Status Manager received a status message reported by component ""%1"" running on computer ""%2"", and the time stamp on the message is more recent than the current system time on the site server.Possible cause: The system clock on computer ""%2"" is %3 or more seconds ahead of the site server's system clock.Solution: Synchronize the system clock of computer ""%2"" with the site server's system clock. Please refer to your Windows Server documentation or the Microsoft Knowledge Base for further information.Status Manager will process status messages with improper time stamps when the site server's system clock surpasses the improper time stamps. For example, this status message will not be processed for %3 seconds. Status Manager will continue to report this problem every 24 hours until you fix it. Status Manager will not report this problem if the system clock of computer ""%2"" is less than %4 seconds ahead of the site server's system clock. This interval is configurable in the site control file. Please refer to the Microsoft Knowledge Base for further information.","Warning"
"1312","Network Discovery failed to perform a WinSock operation relating to multicast membership. Network Discovery will not discover other routers on your local subnet by listening for OSPF packets. However, if Network Discovery can detect your default gateway using SNMP, it will find those routers anyway.Possible cause: Some other network software on the server is preventing Network Discovery from joining the OSPF multicast group.Solution: Ensure that the TCP/IP stack is installed and running. Also, verify that you are using Windows NT version 4.0 or later. Note that this message will not be generated again during this Network Discovery session, regardless of how often the error occurs.","Warning"
"1313","Network Discovery did not have time to finish. Therefore, the information in the site database is not as complete as it should be.Solution: Increase the duration of the discovery. In the Network Discovery Properties dialog box, on the Schedule tab, select a schedule and open the Schedule dialog box. Note that the duration of the discovery is the amount of time spent performing protocol transactions, not the overall time Network Discovery performs processing.","Warning"
"1317","Network Discovery failed to read information from CIM Object Manager. Network Discovery will continue, but slowly.Possible cause: The Network Discovery MOF file is not loaded.Solution: Load the MOF file by running ""Winnt\System32\Wbem\mofcomp.exe NetDisc.MOF"".Possible cause: There was an internal error within CIM Object Manager.Solution: Re-install CIM Object Manager by running Sms\bin\i386\wmicore.exe.","Warning"
"1319","Network Discovery failed to write information to CIM Object Manager. Network discovery will continue, but slowly.Possible cause: The Network Discovery MOF file is not loaded.Solution: Load the MOF file by running ""Winnt\System32\Wbem\mofcomp.exe NetDisc.MOF"".Possible cause: There was an internal error within CIM Object Manager.Solution: Re-install CIM Object Manager by running Sms\bin\i386\wmicore.exe.","Warning"
"1320","Network Discovery failed to execute a query from CIM Object Manager. Network discovery will continue, but slowly.Possible cause: The Network Discovery MOF file is not loaded.Solution: Load the MOF file by running Winnt\System32\Wbem\mofcomp.exe NetDisc.MOF.Possible cause: There was an internal error within CIM Object Manager.Solution: Re-install CIM Object Manager by running Sms\bin\i386\wmicore.exe.","Warning"
"2347","Distribution Manager upgraded the hidden file ISAPI on the distribution point but was unable to load the file because the original ISAPI was in use. To load the new ISAPI please restart IIS on computer ""%1"".","Warning"
"2351","Distribution Manager is unable to forward package ""%1"" to site(s) ""%2"" because the local version of the package (""%3"") is greater than the version requested (""%4"").Possible cause: A package update has recently been triggered. The package source site has been recently recovered.Possible workaround: If the package has been recently updated, verify that sites ""%2"" receive the package directly from package source site. If package source site has been recently recovered, verify that all recovery steps for this package have been followed.","Warning"
"2355","Package ""%1"" is not assigned to any standard distribution points for site ""%2"". Branch distribution points require the package to be assigned to at least one standard distribution pointThe branch distribution point downloads package content from a standard distribution point from the site where the branch distribution point client is assigned.","Warning"
"2358","""%1"" server (""%2"") is a 32-bit system. Multicast or File Streaming are not supported distribution point features on 32-bit system.These features can not be enabled on this distribution point.","Warning"
"2368","An error occurred during the import of content from a prestaged content file to distribution points on site server ""%1"" (%2).","Warning"
"2383","Failed to validate package ""%1"" on distribution point ""%2"". The package may not be present or may be corrupt. Please redistribute it.","Warning"
"2388","Failed to retrieve the package list on the distribution point %1. Or the package list in content library doesn't match the one in WMI. Review smsdpmon.log for more information about this failure.","Warning"
"2389","Failed to copy the package ""%1"" from ""%2"" into the content library on the distribution point server ""%3"".","Warning"
"2392","Distribution Manager has not tried to install IIS component of operating system to distribution point ""%1"". You should install and configure IIS manually. Please ensure RDC is also enabled.","Warning"
"2394","A reboot is required on the distribution point %1.","Warning"
"2401","Database Notification Monitor failed to execute database maintenance task ""%1"".Possible cause: A SQL Server problem prevented this task from running.Solution: 1. Review the immediately preceding status messages from this component about SQL Server errors.2. Verify that this computer can reach the SQL Server computer.3. Verify that SQL Server services are running.4. Verify that the site can access the site database.5. Verify that the site database, transaction log, and tempdb are not full.If the problem persists, check the SQL Server error logs.Most database maintenance tasks are designed to optimize database performance. If a task fails once, the effect on the system will be small and you can ignore the failure. But if a task fails repeatedly you should investigate and fix the problem.","Warning"
"2416","Database Notification Monitor could not start the SMS Backup service on server %1.Possible cause: You changed the service setting for the SMS Backup service, but forgot to notify SMS.Solution: Use Configuration Manager Setup to modify the installation of the site.Possible cause: Database Notification Monitor does not have sufficient access rights to administer the site server.Solution: Verify that the server connection accounts are properly configured to allow the Database Notification Monitor to administer the site server.","Warning"
"2420","The task ""%1"" is configured to run today, but it could not run within the scheduled time. Possible cause: The task has been enabled recently or updated to run today, but this occurred after the end of the scheduled time.  Or, other tasks that were scheduled to run today did not complete before the end of the scheduled time, preventing this task from starting. Solution: Allow more time for this task to run, or schedule this task to run at another day or time. You can configure the schedule for this task in the Configuration Manager console under Administration / Overview / Site Configuration / Sites -> Site Maintenance.","Warning"
"2421","Database Notification Monitor succeed to start task Reset AMT Computer Passwords.","Warning"
"2422","Database Notification Monitor succeed to start task Evaluate Provisioned AMT Computer Certificates.","Warning"
"2504","Collection Evaluator failed to find collection ""%1"". Collection Evaluator received audc (update collection) oradc (create collection) file for a collection that does not exist.Possible cause: The collection was deleted shortly after being created or updated, but Database Notification Monitor and Collection Evaluator processed the create or update file out of sequence.Solution: None needed. The create or update file will simply not be processed for the nonexistent collection.","Warning"
"2542","Collection Evaluator failed to update the query rule ""%1"" of collection ""%2"" (%3).Possible cause: Inventory or Resource classes referenced in the query do not exist at this site, resulting in a SQL error.Solution: Enable the collection of the missing Inventory or Resource information at this site.nPossible cause: SQL Server problem.Solution: 1. Review the immediately preceding status messages from this component about SQL Server errors.2. Verify that this computer can reach the SQL Server computer.3. Verify that SQL Server services are running.4. Verify that the site can access the site database.5. Verify that the site database, transaction log, and tempdb are not full.If the problem persists, check the SQL Server error logs.","Warning"
"2543","Collection Evaluator failed to evalute some of the query rules for collection ""%1"" (%2).Possible cause: Inventory or Resource classes referenced in the query do not exist at this site, resulting in a SQL error.Solution: Review the immediately preceding status messages from this component about query rule failures. Enable the collection of the missing Inventory or Resource information at this site.Possible cause: SQL Server problem.Solution: 1. Review the immediately preceding status messages from this component about SQL Server errors.2. Verify that this computer can reach the SQL Server computer.3. Verify that SQL Server services are running.4. Verify that the site can access the site database.5. Verify that the site database, transaction log, and tempdb are not full.If the problem persists, check the SQL Server error logs.","Warning"
"2549","Collection Evaluator failed to process Collection Settings for Collection %1. This Collection Settings will be retried %2 times on the next processing cycles.Solution: Review the previous status messages and logs for further clarification about this problem.","Warning"
"2553","Policy Provider failed to process Machine Settings for Machine %1. This Machine Settings will be retried on the next processing cycles.Solution: Review the previous status messages and logs for further clarification about this problem.","Warning"
"2556","The query rule for the collection ""%1"" generated a high number of records (%2).Solution: Consider optimizing the query rule for this collection.","Warning"
"2604","Discovery Data Manager failed to send discovery data to the new parent site. Discovery Data Manager will retry, resuming where it left off.","Warning"
"2628","Discovery Data Manager failed to write thencf (assignment rule) file ""%1"". Discovery Data Manager will retry writing this file during its next processing cycle.Possible cause: Low disk space on the destination disk drive.Solution: Make more space available on that drive.","Warning"
"2629","Discovery Data Manager failed to copy thencf (assignment rule) file ""%1"" to Asstdata.box, the point of replication to client access points (CAPs). Discovery Data Manager will retry copying this file during its next processing cycle.Possible cause: Low disk space on the disk drive containing Asstdata.box.Solution: Make more space available on that drive.","Warning"
"2702","Inventory Data Loader failed to process the delta MIF file ""%1"" because the file does not have a corresponding discovery record. Inventory Data Loader has moved this file to the Orphans directory as file ""%2"" and will retry processing it within 10 minutes.Possible cause: Discovery Data Manager is not running.Solution: Stop and restart Discovery Data Manager. You can use Configuration Manager Service Manager, which is invoked from the Configuration Manager Console, to stop and start components.","Warning"
"2703","Inventory Data Loader failed to process the delta MIF file ""%1"" and has moved it to ""%2.""Possible cause: The file attempted to update inventory information in the site database that does not already exist, or the file contains invalid syntax.Solution: The client inventory needs to be resynchronized, which will be done automatically. Look for the status messages 2714 and 2715, which indicate the resynchronization has begun.","Warning"
"2707","Inventory Data Loader failed to send inventory to the new parent site, but it will retry %1 more times before quitting.If you want more information, review the immediately preceding status messages from this component, or look in dadaldr.log. If you ignore this problem, ConfigMgr will probably fix it and complete this operation later. If this error occurs repeatedly, refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information.","Warning"
